source_sentence ,target_sentence
"Y no pudo hacer ninguna obra de poder allí, sino solo poner sus manos sobre una o dos personas que estaban enfermas, y sanarlas.","Ngajan ne, hacuiin cjín cjuarcun casahmi me, tsëhë xi macjaain rë xuta me. Tu cavisanetsja ni me ngujo xuta hmu rë, hane camandaja xuta hmu rë jan."
Y se sorprendió mucho porque no tenían fe. Y recorrió los lugares del país enseñando.,"Hane Jesús ne quijircun rë me ta, tsëhë xi xuta jan ne, cuatjin camacaain rë me. Hane sehe quiji catsujyihiya Jesús nandya tahndee rë jan, cavicuya me xuta."
"Y dio órdenes a los doce, y los envió de dos en dos; y él les dio autoridad sobre los espíritus inmundos;",Sehe casahmitangun me cha xi tejó jan hane cavetsihin catsingatju me jo jo cha jima ngu ladu. Hacuaha casua me cha ngahñu xi cuma cuaxëxin cha xitsehen.
"Y dijo que no debían llevar nada para su viaje, sino solo un palo; sin pan, sin bolsa, sin dinero en sus bolsillos;","Hacuaha cachja me cojo yëjë ni cha xi tsajin mé xi cjuaha cha xi cjue cha. Suva ni ngu ya xi cuisecoo rë cha. Hacuiin niñu ne, hacuiin morra, hacuiin xi tujún."
"Debían ir con zapatos comunes en sus pies, y no llevar dos abrigos.",Chuxinxtë ni catincha ntsacu cha. Hacuaha cuaain cha chingá.
"Y él les dijo: Dondequiera que vayas a una casa, haz de eso tu lugar de descanso hasta que te vayas.","Ngajan xi cachja me cojo yëjë ni cha cuitjin: ―‍Hya xi cjuhun ngu ndihya ne, xi cuisuhun ne, ha ngajan ni tinechun nguixun nguixun ni hisca xi cuetjun tsëhë nandya hiscan xi casatë nuju."
"Y en cualquier lugar que no te acoja y no te escuche, cuando te vayas, quita el polvo de tus pies como testigo en contra de ellos.","Tuyani ni xi tsingatiin nuju me hacuaha hisca cuisiñijii me tsujun ne, tetjun tsëhë ngajan ne, titsunu chojo rë ntsacu. Vëhë cuma ngu seña tsëhë jyë́ rë me."
"Y salieron, predicando la necesidad de un cambio de corazón en los hombres.","Xi cajnetaha cachja Jesús cuatjin ne, sehe cavetju cha quiji cha hiscan xi casatë rë cha. Cachja cha cojo xuta xi tsindeya me cjuatacun rë me."
"Y echaban fuera muchos espíritus malos, y pusieron aceite sobre gran número de enfermos, y los sanaban.","Hacuaha jemu cjín xitsehen cavaxëxin cha. Hane xuta hmu rë ne, aceite tsëhë tuxine xi hmí olivu catsufë cha xten me hane camandaja me jan."
"Y el rey Herodes tuvo noticias de él, porque su nombre estaba en los labios de todos; y él dijo: Juan el Bautista ha vuelto de entre los muertos, y por esta razón estos poderes están obrando en él.","Me xi matitjun xi hmí rë Herodes ne, cahndë me cjua tsëhë Jesús, tsëhë xi xuta ne, jercu cachja me tsëhë Jesús. Hane ngujo me ne, cuitjin cachja me: ―‍Nima Juan, cha xi cavitenda rë xuta ne, ha ndasa cahme cha, peru cavascaya rë cha. Vëhë xi ma sahmi cha cjuarcun."
"Pero otros dijeron: Es Elías. Y otros dijeron: Es un profeta, como uno de los profetas.","Hane ngujo nga me ne, cachja me ta Jesús ne, hacui rë Elías, ngu xutachanga xi casuacuenda cjua rë Nina hatsëë. Hane cachja sa yahnga me ta Jesús ne, hacui rë ngu profeta, sacuaha me xi casuacuenda xutachanga xi caviyuju titjun."
"Pero Herodes, cuando tuvo noticias de esto, dijo: Juan, a quien yo di muerte, ha vuelto de entre los muertos.","Peru Herodes ne, hya xi cahndë me cjua vëhë ne, sehe cachja me ta: ―‍Nima Juan má me. Catsingátju catisun rë rcu cha, hane cavuya rë cjuahñu rë cha. ―‍Cuatjin cachja Herodes."
"Porque Herodes había enviado hombres para tomar a Juan y ponerlo en la cárcel, a causa de Herodías, la esposa de su hermano Felipe, a quien él se había llevado.","Herodes ne, ha catsingatju me cachjaha rë cha Juan xi cjue cha ndavaya. Cuatjin casahmi me ngatsë rë na Herodía. Na vëhë cafaha Herodes, camá chjuun rë me ha ndasa xi ha chjuun rë cha Felipe hntsëjñu me má na."
Porque Juan dijo a Herodes: Es malo para ti tener a la mujer de tu hermano.,"Hane ngatsë rë vëhë, cuitjin cachja cha Juan cojo rë me: ―‍Chja ley ta ndajintjin camahani xi chjahan chjuun rë xingueen. Vëhë xi ngayun ne, ndajintjin xi cuatjin canihñu. ―‍Cuatjin cachja cha Juan."
"Y Herodías le tenía coraje por eso, y quiso matarlo; pero ella no pudo;","Ngajan xi na Herodía ne, caveyacacun na cavutsejen na cha Juan. Hane meje rë na xi cueya cha. Peru camaji ta tsëhë xi"
"Porque Herodes temía a Juan, siendo consciente de que era un hombre recto y santo, y lo mantenía a salvo. Y al escucharlo, él estaba muy preocupado; y le oyó con gusto.","Herodes ne, cafaharcun me cha, tsëhë xi vëë me ta Juan ne, ngu xihin xi tyjahi cjuatacun rë cha, hane cavéjña cha tsëhë Nina. Hane vëhë xi casahmi me cha cuidadu. Hacuaha hya xi Herodes cavisiñuju me cjua rë cha Juan ne, jercu cachuya rë me ha ndasa casecjan cjuatacun rë me."
"Y llegó la oportunidad cuando Herodes el día de su cumpleaños dio una fiesta a sus amos, a los altos capitanes y a los principales de Galilea;","Peru casacu rë na Herodía cahndë́ tsëhë xi meje rë na hya xi cavechu nixtin tsëhë suhi rë Herodes. Hya cachja Herodes cojo ngujo xutaxa rë ndihyavasen cojo me xi matitjun tsëhë sindadu, cojo sa ngujo xuta changá xi matitjun tsëhë distritu Galilea, xi cjue me ta casehenchjine ngu comida tsëhë suhi rë me."
"Y cuando la hija de Herodías en persona entró y bailó, Herodes y los que estaban a la mesa con él se complacieron con ella; y el rey le dijo a la muchacha: Haz una petición para cualquier cosa y yo te la daré.","Hane hora xi tijinë me ne, cavisehen na quihndi rë na Herodía, catë na. Hane jercu cachuya rë Herodes cojo me xi yahnga jan hacutjin catë na. Sehe ngajan xi Herodes, me xi matitjun jan ne, cachja me cojo na cuitjin: ―‍Tu mé ni xi meje ri ne, chjahye ná, hane suá ri."
"Entonces juró, y le dijo: Cualquiera que sea tu deseo, yo te lo daré, hasta la mitad de mi reino.",Vëë Nina jain ta suá ri hisca vasentjin nandya xi siu ntsa. ―‍Cuatjin cachja me.
Y ella salió y le dijo a su madre: ¿Que es lo que debo pedir? Y ella dijo: La cabeza de Juan el Bautista.,"Xi tu cavetju na quiji na hiscan tacun naa rë na ne, cavinenguise na cuitjin: ―‍¿Mé xi ndatjin cjuéhya rë me? Sehe ngajan xi chja naa rë na ta: ―‍Chjaye rcu cha Juan, cha xi vitenda rë xuta. ―‍Cuatjin cavinchangui naa rë na na."
"Y ella entró rápidamente al rey, y dijo: Mi deseo es que me des, ahora mismo, en un plato, la cabeza de Juan el Bautista.","Xi tu cavuya cavisehen na hiscan tacun Herodes ne, ngajan xi cachja na cuitjin: ―‍Meje ná xi ngutjen ni ne, cahntsua ngu tyuva ne tuhun ná rcu cha Juan. ―‍Cuatjin cachja na quihndi jan."
"Y el rey estaba muy triste; pero debido a sus juramentos, y a los que estaban con él en la mesa, él no le dijo 'No' a ella.","Ngajan xi Herodes ne, jemu choho camá rë me peru tsëhë xi hisca Nina caveyanangui me xi casua me cjua rë me, hacuaha tsëhë xi yëjë ni amigu rë me cahndë me cjua jan, vëhë sahmi xi má sava rë me tsindeya me cjua rë me cojo na."
"Y al instante el rey envió a uno de sus hombres armados, y le ordenó que regresara con la cabeza; y él fue y le cortó la cabeza a Juan en la cárcel,","Ngajan xi Herodes ne, ngutjen catsingatju me ngu sindadu hiscan jiya cha Juan. Hacuaha cavitexa me xi cuinduva cojo cha rcu cha Juan. Sehe ngajan xi cha sindadu jan ne, quiji cha ndavaya, cavatësun cha rcu cha Juan."
"Y volvió con la cabeza en un plato, y la dio a la muchacha; y la muchacha se lo dio a su madre.","Sehe caveya cha cahntsua tyuva, quijicojo cha. Xi cafehe cha cojo ne, casua cha na quihndi rë na Herodía. Hane sehe casua na naa rë na."
"Y cuando sus discípulos tenían noticias de esto, vinieron y tomaron su cuerpo, y se lo llevaron a enterrar.","Sehe hya xi cahndë cha ladu rë cha Juan tsëhë mé xi cavatju cha cama ne, sehe quiji cha cafaha cha nima caveyaniji cha."
"Y los doce se juntaron a Jesús; y le dieron cuenta de todas las cosas que habían hecho, y todo lo que habían estado enseñando.","Hya xi cajnetaha catsujyihiya cha apóstol xi catsingatju Jesús jan ne, cavuya camatangun nga cha cojo me. Sehe cachja cha hacutjin casahmi cha hacuaha hacutjin cavicuya cha."
"Y él les dijo: Vengan ustedes solos a un lugar tranquilo, y descansen por un tiempo. Porque había un gran número de personas yendo y viniendo, y no tenían tiempo ni siquiera para comer.","Sehe ngajan xi Jesús ne, cachja me cojo cha cuitjin: ―‍Nduvun suvun ni ne, cuanguen hiscan xín, chjahanjeyan hitsë. Cuatjin meje cjue cjuahajeya me ta tsëhë xi jemu cjín xuta xi cjui nduva me hiscan tacun Jesús. Hisca maxatiin jinë me niñu."
Y solo ellos se fueron en la barca a un lugar desolado.,Sehe quiji me cojo cha ladu rë me cojo barcu ngajan hiscan xín.
"Y el pueblo los vio partir, y algunos de ellos, sabiendo quiénes eran, fueron corriendo juntos de todas las ciudades, y llegaron allí delante de ellos.","Hane xuta jan ne, cavëë me xi cjui me cojo cha ladu rë me. Hacuaha vëë me xi hacui Jesús. Sehe xuta tsëhë nandya tahndee jan ne, cavanga me quiji me taha vëhë. Hisca tjun sa me cafehe me, sehe cafehe Jesús cojo cha ladu rë me."
"Y él salió, y vio una gran multitud, y tuvo lástima de ellos, porque eran como ovejas sin dueño; y les dio enseñanza acerca de varias cosas.","Xi tu cavetju Jesús tsëhë barcu jan ne, cavëë me xi jemu cjín xuta siu me. Hane camayuma rë me xuta jan ta tsëhë xi siu me sacuaha chu tsánga xi tsajin yo xi cjuahacuenda rë chu. Sehe cavetsihin cavicuya me xuta jan, jemu cjín cjua cavicuya me."
"Y al final del día, sus discípulos se le acercaron y le dijeron: Este lugar es un desierto, y es tarde:","Hya xi ha quiji hora jan ne, ngajan xi cachja cha ladu rë me cojo me ta: ―‍Nguehe ne jemu xín camahani. Hacuaha jemu quiji hora."
"Envíalos, para que vayan al campo y a las pequeñas ciudades de alrededor, y consigan algunos comida para ellos.","Ninguijnutuhun cjua cojo xutacjín vi cojo sa xi catji me nandya xi siu tiñataha, hane catatsë me xi sinë me. ―‍Cuatjin cachja cha."
"Pero él les respondió: Denles de comer ustedes. Y ellos le dijeron: ¿Tenemos que ir a buscar pan por doscientos denarios, y dárselos?","Hane cuitjin cafayangui Jesús: ―‍Tuhun ngayun xi sinë me. Sehe ngajan xi cachja cha ladu rë me cuitjin: ―‍¿Hacutjin sacú niji xi sinë me xi cuarcu cjín me? Xi cuatjin cjín pan chihin ne, meje miji chji rë jo cientu mosu. ―‍Cuatjin cachja cha."
"Y él les dijo: ¿Cuánto pan tienes? ve y mira. Y cuando lo vieron, dijeron: Cinco tortas de pan y dos pescados.","Sehe cachja Jesús cuitjin: ―‍Tangun chutsujun ¿há cjín pan tjin ngajñi nuju ngayujun ni? Xi tu cavëë cha há cjín pan tjin ra ne, sehe cachja cha cojo me cuitjin: ―‍Hñú pan, cojo jo ti má."
Y él hizo que todos estuvieran sentados en grupos sobre la hierba verde.,"Sehe ngajan xi cachja Jesús cojo cha ta catichja cha cojo xuta, catiyuju me xcun ndiji, ngujo ngujo me ngu ngu cahndë́."
"Y fueron colocados en grupos, por cientos y por cincuenta.","Hane caviyuju me ngu cientu me ngu cahndë́, o vasen cientu ngu cahndë́ hisca xi cafë yëjë me caviyujuchihin me."
"Y tomó los cinco panes y los dos pescados, y mirando al cielo, pronunció palabras de bendición sobre ellos; y cuando partió los panes se los dio a sus discípulos, para que los presentaran a la gente; e hizo división de los dos peces entre todos ellos.","Sehe Jesús ne, cafaha me xi hñu pan cojo jo ti jan, cavutsejenniji me ngahnga ne, casua me nacuechji rë Nina, sehe cavotoho langa me pan jan. Hane casua me cha ladu rë me xi sua cha sinë xuta. Hacuaha cojo catsijo ti jan cavatëcja Jesús xi sinë xuta."
Y todos comieron a llenar y sobró.,Jercu caxuva pan cojo ti jan. Hane yëjë ni me cajinë me hacutjin xi cachuya rë xahasen rë me.
Y todavía llenaron doce canastas llenas de los pedazos rotos y de los peces.,"Xi cavatju cajinë xuta jan ne, sehe cafaya cha pan cojo ti xi cafiin jan ne, hane catsinguitsë cha tejó chajne cojo."
Y los que comieron del pan fueron cinco mil hombres.,"Me xi cajinë pan jan ne, hñu mil má me xi xihin. Hacuaha xin má yachjin cojo langa xi cajinë me."
"Y enseguida hizo subir a sus discípulos a la barca, y fueron delante de él al otro lado de Betsaida, mientras él mismo despedía al pueblo.","Ngajan xi Jesús ne, catsingatju me cha ladu rë me cojo barcu jan xi cjue titjun ni cha ngunda vëhë, hiscan nandya Betsaida, jinguyëjë rë xi tsinguijnetaha me cjua cojo xuta."
"Después de despedirlos, subió a la montaña a orar.","Hya xi camá catsinguijnetaha me cjua jan, sehe camiji me ngu ndetjún xi cuisiajmi me cojo Nina."
"Y a la tarde, la barca estaba en medio del mar, y él solo en la tierra.","Hane hora xi camá nguixun ne, barcu jan ne, vasencja laguna cjui. Hane Jesús ne, tacun suva cuaha me nangui quixí."
"Y viendo que tenían problemas para llevar su barco por el agua, porque el viento estaba contra ellos, como a la cuarta vigilia de la noche, vino a ellos, caminando sobre el mar; y él les hizo pensar que pasaría de largo;","Hacuaha cavutsejen me ta jemu chja tivatju cha xi cjui cha cojo barcu, tsëhë xi tjo ne, taha hiscan cjui cha ne, ngajan nduva. Hane xi tiña sahasen ne, camatiña Jesús tsëhë cha, cjui me xcun nandan. Hane cuatjin cjui me sacuaha xi meje cuatjutaha me cha."
"Pero ellos, cuando lo vieron caminar sobre el mar, lo tomaron por espíritu, y dieron un fuerte grito:","Xi tu cavëë cha xi cjui me xcun nandan ne, catsingatahacacun cha ta nima xi meje cuincharcun rë cha. Hane jercu cajindayatë cha,"
"Porque todos lo vieron, y se turbaron. Pero enseguida les dijo: “Todo está bien, soy yo, no tengan miedo”.",tsëhë xi catsacjun cha xi cavëë cha me. Hane ngutjen ni cachja Jesús cojo cha cuitjin: ―‍Xi carcuun.
"Y él fue a ellos en la barca, y el viento se calmó, y estaban super asustados y maravillados;","Hane sehe cavisehen Jesús barcu hiscan siu cha. Hora vëhë ne, casejyu tjo. Ngajan xi jemu quijircun camahani rë cha ta,"
Porque su mente cerrada no les permitía ver quién era él o el milagro que había pasado,"ha ndasa cavëë cha cjuarcun xi casahmi Jesús cojo pan jan ne, peru cajnii rcu cha, tsëhë xi vechiin cjuatacun rë cha."
"Y cuando hubieron cruzado, llegaron a Genesaret, y tomaron su barco y anclaron.","Xi quiji sa me cojo barcu ne, cafehe me tjehen laguna, tiña nandya xi hmí Genesaret. Hane ngajan catsihñu me barcu."
"Cuando salieron del bote, la gente rápidamente tuvo noticias de él,","Hya xi cavetju Jesús tsëhë barcu ne, cavëë xuta ta hacui Jesús."
"Y corrieron por todo la región y alrededores, y tomaron en sus camillas a los que estaban enfermos, a donde se dijo que estaba.","Hane xuta jan ne, marcu macjain quiji me yëjë ni ladu tsëhë nandya jan, xi quiji jaha me xuta hmu rë, caviyuju me xcun Jesús."
"Y a donde quiera que iba, a ciudades pequeñas, o ciudades grandes, o aldeas, tomaban a los enfermos por los lugares del mercado, rogándole que les dejara tocar aunque sea la orilla de su manto, y todos aquellos que lo tocaban quedaban sanos.","Hane tuyani ni xi quiji Jesús, há nandya langa ne, há nandya hñu, o há xi ranchun, caviyuju me xuta hmu rë hiscan ndetsin. Sehe cafehya me cojo Jesús xi ndastu satëtaha xuta hmu rë jan tsjian rë Jesús. Hane yëjë ni xuta hmu rë xi casatë tsjian rë Jesús ne, camandaja me."
Marcos.,San Marcos.
"Y se juntaron a él los fariseos y algunos de los escribas que habían venido de Jerusalén,","Ngujo cha tsëhë partidu fariseo cojo ngujo cha maestru tsëhë ley ne canduva cha tsëhë nandya Jerusalén quiji cha ngajan hiscan tacun Jesús, ngajan camatangun cha."
"Y vieron que algunos de sus discípulos tomaban su pan con manos sucias, es decir, sin lavar.","Xi cafehe cha ngajan ne, cavëë cha xi ngujo cha ladu rë Jesús ne tjin sa jyë́ rë tsja cha ne, tijinë cha niñu ta cavanii cha tsja cha."
"Ahora bien, los fariseos y todos los judíos no toman comida sin lavarse las manos con cuidado, manteniendo la vieja tradición de nuestros antepasados:","Hane cachuyiin rë cha ta tsëhë xi ngayëjë ni xuta nangui niji ne, sahmi ngujyë xi cuane me tsja me sehe sinë me niñu. Yaha me xcusun rë xutachanga niji."
"Y cuando vienen del mercado, no toman alimento hasta que sus manos se lavan; y varias otras reglas que hay, que les han dado para mantener - lavado de tazas y ollas y recipientes de bronce.","Hacuaha hisca sa xi fehe me xi fi me ndetsin ne, sá xi cjëë cuane me tsja me ne, sinii me niñu. Hacuaha jemu cjín sa xcusun rë xutachanga niji xi yaha me ta sacuaha xi ha tyjahi trasti ne, cuane nga me. Hacuaha cuanitjin sahmi me cojo nachan."
"Y los fariseos y los escribas le preguntaron: ¿Por qué tus discípulos no guardan las reglas de nuestros antepasados, sino que toman su pan con las manos sucias?","Ngajan xi cha tsëhë partidu fariseo cojo cha maestru tsëhë ley ne, cachja cha cojo Jesús cuitjin: ―‍¿Mé má cuatjin sahmiichiin cha ladu nuju ley rë xutachanga naja? ta, tsëhë xi vanii cha tsja cha xi jinë cha niñu."
"Y él dijo: Bien dijo Isaías de lo hipocrita que son ustedes, como está escrito, Esta gente me honra con sus labios","Ngajan xi cafayangui Jesús cuitjin: ―‍Ngayun ne, jo xcun jo ntsuvun yun. Jemu quixi cjua xi catsihindu Isaías tsujun xcun xujun rë me sacuatjin cachja Nina xi xuta ne, jemu ndacha me. Cuitjin fi cjua jan: Xuta xi cuicun vi ne, ndaja chja me tsahan, peru xi cojo xahasen rë me ne, hisca tsinguitsjiin me ngahan."
"Pero su culto es inútil, su adoración es en vano, mientras que ellos enseñan doctrinas de los mandamientos de los hombres.","Tu mahya xi faharcun ná me ta xi vicuya xicjin me ne, hacuiin cjua naha cuicuya me ta, tu cjua rë xuta."
"Echando a un lado los mandamientos de Dios, para seguir las reglas de los hombres.","Cuanitjin ngayun ta nismutacun cjua rë Nina, hane hitsë sa tivetuhunrcun xcusun rë xutachanga naja."
"Y les dijo: Verdaderamente has apartado los mandamientos de Dios, para guardar las tradiciones de los hombres.","Cachja sa me cuitjin: ―‍Xi má nuju ne, jemu ndatjin casacuse nuju hacutjin vejñuxun cjua rë Nina cojo sa xi nihñuchuhun xcusun rë xutachanga naja."
"Porque Moisés dijo: Honra a tu padre y a tu madre, y el que maldiga de padre o madre, que tenga el castigo de la muerte.","Moisés ne, cuitjin catsihindu me hacutjin xi cachja Nina xi nihña ngayaan xuta rë me: “Chjuhunrcun ná nuju, chjuhunrcun nahmi nuju”, hacuaha: “Yo xi choho chja tsëhë xutacha rë ne, xuta ne tsiquehen rë.”"
"Pero ustedes dicen: Si un hombre le dice a su padre o a su madre: no puedo ayudarte porque todo lo que tengo: es Corbán, es decir, dado a Dios,","Peru ngayun ne, cjuatacun rë xutachanga naja vicuyun ta, nújun ta ngu cha ne cuma cuichja cha cojo xutacha rë cha cuitjin: “Ha quihndë cumaji cuisecoo nuju ta yëjë ni xcusun xi tjin ná ne, ha cavejñá tsja Nina.”"
También afirman que quien dice esto ya no están obligados hacer nada por su padre o su madre,"Hane xi cuatjin cuichja cha ne, ha quihndë sahmii ngujyë xu xi cuisecoo cha xutacha rë cha."
"Hacen que la palabra de Dios no tenga efecto, la invalidan según su tradición, que han transmitido : y muchas otras cosas que hacen.","Xi cuatjin ne, ha camachjiriin nuju cjua rë Nina ta, nihñu sacuaha xcusun rë xutachanga naja, hacuaha vicuyun rë jingu sa. Hacuaha cjín sa xcusun ndacha sacuaha vëhë nihñu. ―‍Cuatjin cachja Jesús cojo maestru jan."
"Volviéndose otra vez al pueblo, les dijo:Escúchenme todos, y entiendan mis palabras.","Hacuaha cajindaya Jesús xuta xi cumatangun me. Hya xi camá ne cuitjin cachja me cojo: ―‍Ngayujun ngarcun ni ne, tinuhyun cjua xi cuichjá vi."
"Nada de lo que entra de fuera del hombre lo contamina, pero las cosas que salen del corazon hombre son las que contaminan al hombre.","Xcusun xi vixuya cahntsua xuta ne, hacuiin vëhë tsitsehen rë me ta, cjuatacun xi nduva rë me ne, vëhë tsitsehen rë me."
"Si alguno tiene oídos para oír, oiga.","Jarë ngayun xi meje nuju xi cumá nuju ne, tetuhunrcun."
"Y cuando él había entrado en la casa lejos de todo el pueblo, sus discípulos le hicieron preguntas sobre el dicho.","Xi cavatju cachja me vëhë ne, caviyuju xuta ngajan ne, sehe cavisehen me cojo cha ladu rë me cahntsua ndihya. Ngajan xi cha ladu rë me ne, cavinenguise cha me tsëhë cjua vëhë."
"Y él les dijo: ¿Tienen tan poca sabiduría, tampoco no entienden ? ¿No ven que todo lo que entra a un hombre de fuera no puede hacerlo impuro,",Ngajan xi cachja me cuitjin: ―‍¿Há hisca ngayun cajnii rcun cjua xi cachjá ni? Nguehe cuichjá cojo nuju mé vijne cjua vëhë. Cuma xinëë yëjë xcusun comida ta tsajin ngu xcusun xi jinë xuta xi cuma tsitsehen rë me
"Porque no va al corazón sino al estómago y sale con el desperdicio? Él dijo esto, haciendo que toda la comida esté limpia.","ta xi sinë me ne, hacuiin cahntsua xahasen rë me cjui ta cahntsua me. Fi ne vetjutaha ndatsen."
"Y él dijo: Lo que sale del hombre, eso contamina al hombre.","Hacuaha cachja sa Jesús cuitjin: ―‍Cjuatacun xi nduva tsëhë xahasen rë xuta ne, vëhë tsitsehen rë me ta,"
"Porque desde adentro, desde el corazón de los hombres, vienen malos pensamientos y placeres inmundos,","tsëhë xi xi nduva tsëhë xahasen rë me ne, cjuatacun tsehen, sacuaha yachjin xi viteña yojo rë, sacuaha jyë́ tsëhë xi sahmi me chjuunnahñu rë me jingu sa chjuun, cojo cjuachëjë, cojo xi tsiquehen xicjin,"
"La toma de bienes y de vida, la fe quebrantada entre marido y mujer, el deseo de riqueza, maldad, engaño, pecados de la carne, palabras de enojo, soberbia, actos necios.","cojo xi jercu meje rë me cjuanchina, cojo xi sahmi me cjuatsehen, sahmi me cjuandacha, choho sahmi me, tjin rë me cjuaxin, sahmi me cjuachjataha, tjin rë me cjuaxihin, sahmi me cjuangarca."
"Todos estos males vienen de adentro, y contaminan al hombre.","Yëjë cjuatsehen xi cuacun vëhë ne, nduva tsëhë xahasen rë xuta, hane vëhë tsitsehen rë me."
"Y se fue de allí a la tierra de Tiro y Sidón. Y entró en una casa, deseando que nadie lo supiera; y no pudo guardarla en secreto.","Xi cavetju me tsëhë distritu Galilea, cafe me ladu tsëhë nandya Tiro cojo nandya Sidón. Xi cafehe me ngajan ne, cavisehen me cahntsua ngu ndihya, tsëhë xi mijí rë me xi scuëë xuta xi cafehe me. Peru camaji cavejñahma me."
"Pero una mujer, cuya hija tenía un espíritu inmundo, que había tenido noticias de él, vino enseguida y se puso a sus pies.","Xi cafehe Jesús ngajan ne, ngutjen camachaya rë naa rë ngu na xi jiya xitsehen cahntsua xahasen rë na. Hane quiji na cavixcuhnchi na xcun Jesús xi cjuaharcun na me."
"Ahora la mujer era griega, sirofenicia de nacimiento, y le rogó que le echara fuera el espíritu maligno en su hija.","Na vëhë jan ne, xutaxin na, na ladu tsëhë distritu Sirofenisia, hacuiin na xuta tjë rë Israel. Hane cafehya na cojo Jesús xi cuaxë me xitsehen xi jiya cahntsua xahasen rë na quihndi rë na."
"Y él le dijo: Deja que los niños coman primero, porque no es correcto tomar el pan de los hijos y dárselo a los perros.","Hane xi cafayangui Jesús tsëhë na jan ne, cuitjin cachja me ngu ejemplu cojo rë na. ―‍Sechiye ni, catijnetaha catjinë nixti ta hacuiin ndatjin xi chjahatahan niñu tsëhë nixti hane sehe tahan rë naña."
"Pero ella le respondió: Sí, Señor; hasta los perros que están debajo de la mesa toman los pedazos que los niños dejan caer.","Ngajan xi naa rë na hmu rë jan ne, cuitjin cajnercu na xi tichja me tsëhë xuta tjë rë Israel cojo xutaxin. Hane cafayangui na cuitjin: ―‍Nai. Quixi xi nújun, peru naña xi siu ngahma maxë ne, sacu xi vixuhya hntsua nixti, sehe jinë chu."
Y él le dijo: Por esta palabra sigue tu camino,"Hane sehe cachja Jesús cojo rë na cuitjin: ―‍Ndatjin xi canoje. Quihndë ta cuatjin ne, cuma cjuihin ta xitsehen xi caseya cahntsua xahasen rë na quihndi riji ne, ha cavetjuxin."
"Y ella se fue a su casa, y vio a la niña en la cama, y el espíritu malo salió.","Xi cavuya cafe na ndava na ne, quihndi rë na ne, ha jyuu jiña na hacuaha xitsehen xi caseya cahntsua xahasen rë na ne, ha cavetjuxin."
"Y otra vez salió de Tiro, y vino por Sidón al mar de Galilea, por la región de Decápolis.","Sehe cavetju Jesús ladu tsëhë nandya Tiro, cavatju me nandya Sidón cojo ladu xi hmí Të Nandya, vëhë cafehe me laguna tsëhë Galilea."
Y vinieron a él con uno que estaba sordo y mudo,"Hane cafehecojo nga xuta ngu cha xi loho hacuaha lihmi cha. Hane cafehya xuta jan cojo Jesús xi cuetahatsja me cha, sehe cumandaja cha."
"Y lo apartó del pueblo en privado, y metió sus dedos en sus oídos, y puso saliva en la lengua del hombre con su dedo;","Ngajan xi Jesús ne cavaxëxin me cha tsëhë ngajñi rë xuta ne, sehe caviyujutaha me rcu tsja me ngu ngu ladu ngojo tyjavañuju cha. Hane hacuaha cavëhënatya me rcu tsja me sehe cavetaha me neje cha."
"Y levantando los ojos al cielo, respiró hondo, y le dijo: Efata, es decir, sé abierto.","Hya xi camá ne, cavutsejenniji me ngahnga hane cafëcacun me. Sehe cachja me cuitjin: ―‍¡Efata! ―‍cjua xi meje cuichja: ¡Nuxuhunyun!"
"Y se le abrieron los oídos, y las cuerdas vocales se soltaron y empezó hablar claramente.","Hane xi tu cachja me cuatjin ne, catuxaha tyjavañuju cha xi loho. Hacuaha hora vëhë ni ne, camá ndandaja cachja cha."
"Y les dio órdenes de no dar noticias de ello a nadie; pero cuanto más hizo este pedido, tanto más lo hicieron público.","Sehe ngajan xi cachja Jesús cojo xuta xi tsajin yo cuichja cojo me xcusun vëhë. Peru xuta jan ne, hitsë sa jercu cachjatë me tsëhë xcusun xi casahmi Jesús."
"Y se llenaron de asombro, diciendo: Todo lo ha hecho bien; los sordos oyen otra vez y los mudos hablan.","Jercu quijircun camahani rë xuta. Cuitjin cachja me: ―‍Tu mé xcusun ni jercu ndaja sahmi Jesús. Xuta xi loho ne, vihndë sahmi me, hacuaha xuta xi lihmi ne, sahmi me xi ma chja."
Marcos.,San Marcos.
"En aquellos días otra vez, cuando había una gran multitud de gente y no tenían comida, él llamó a sus discípulos y les dijo:","Nixtin hya ne, hacuaha jercu cjín xuta siu me hisca tacun Jesús. Hane tsëhë xi tsajin camahani mé xi sinë me ngajan ne, vëhë xi Jesús ne, cajindaya me cha ladu rë me, sehe cachja me cojo cha cuitjin:"
"Tengo piedad de esta gente, porque han estado conmigo tres días, y no tienen comida;","―‍Jemu yuma má ná xutacjín vi ta ha quihndë jyan nixtin hinchataha me cojo naja, hane ha quihndë tsajin camahani mé xi sinë me."
"Y Si los regreso a sus casas sin comida, se desmayaran por el cansancio en el camino; y algunos de ellos han venido de lejos.","Sá xi tsingátju me cjue me xi cjëë sinë me niñu ne, cjuaha rë me hinda ndiya. Ngujo xuta xi cuicun vi ne, jemu cjin canduva me. ―‍Cuatjin cachja me."
Y sus discípulos dijeron en respuesta: ¿Cómo será posible obtener suficiente pan para estos hombres aquí en un lugar desolado?,"Sehe ngajan xi cha ladu rë me ne, cafayangui cha tsëhë me cuitjin: ―‍¿Jani cuma sacú naja xi sinë xuta vi ta nguehe ne, jemu xín camahani tsëhë nandya?"
